event_cause,corridor_grouped,priority,requires_road_closure,veh_type,time_of_day,day_of_week,is_weekend,severity
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,early_morning,Thursday,False,routine
vehicle_breakdown,ORR North 2,High,False,bmtc_bus,early_morning,Thursday,False,routine
vehicle_breakdown,Non-corridor,Low,False,private_car,early_morning,Thursday,False,routine
vehicle_breakdown,Mysore Road,High,False,heavy_vehicle,daytime,Thursday,False,routine
vehicle_breakdown,Bellary Road 1,High,False,others,daytime,Thursday,False,routine
congestion,ORR North 2,High,False,unknown,early_morning,Thursday,False,routine
vehicle_breakdown,Magadi Road,High,False,heavy_vehicle,early_morning,Thursday,False,routine
vehicle_breakdown,Mysore Road,High,False,private_bus,early_morning,Thursday,False,routine
vehicle_breakdown,Bellary Road 2,High,False,taxi,daytime,Thursday,False,routine
vehicle_breakdown,ORR North 2,High,False,heavy_vehicle,night,Thursday,False,routine
vehicle_breakdown,Tumkur Road,High,False,heavy_vehicle,night,Thursday,False,routine
vehicle_breakdown,Non-corridor,Low,False,others,night,Thursday,False,routine
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,evening,Thursday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,evening,Thursday,False,routine
vehicle_breakdown,Old Madras Road,High,False,others,evening,Thursday,False,routine
construction,Non-corridor,Low,False,unknown,night,Thursday,False,high
accident,Hosur Road,High,False,unknown,night,Thursday,False,routine
vehicle_breakdown,Non-corridor,Low,False,lcv,night,Thursday,False,routine
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,night,Thursday,False,routine
vehicle_breakdown,Mysore Road,High,False,heavy_vehicle,night,Thursday,False,routine
pot_holes,Tumkur Road,High,False,unknown,night,Thursday,False,high
vehicle_breakdown,Non-corridor,Low,False,private_car,night,Thursday,False,routine
vehicle_breakdown,Bellary Road 1,High,False,bmtc_bus,night,Thursday,False,routine
vehicle_breakdown,Non-corridor,Low,False,private_car,night,Thursday,False,routine
vehicle_breakdown,Mysore Road,High,True,private_car,late_night,Friday,False,routine
vehicle_breakdown,Non-corridor,Low,False,truck,late_night,Friday,False,routine
vehicle_breakdown,other_corridor,High,False,bmtc_bus,late_night,Friday,False,routine
vehicle_breakdown,Mysore Road,High,False,private_car,late_night,Friday,False,routine
accident,Non-corridor,Low,True,unknown,late_night,Friday,False,routine
vehicle_breakdown,Non-corridor,Low,False,lcv,late_night,Friday,False,routine
vehicle_breakdown,Old Madras Road,High,False,others,late_night,Friday,False,routine
vehicle_breakdown,Mysore Road,High,False,lcv,late_night,Friday,False,high
vehicle_breakdown,Bellary Road 2,High,False,bmtc_bus,late_night,Friday,False,routine
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,early_morning,Friday,False,routine
procession,Non-corridor,Low,False,unknown,early_morning,Friday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,early_morning,Friday,False,routine
vehicle_breakdown,Tumkur Road,High,True,bmtc_bus,early_morning,Friday,False,routine
vehicle_breakdown,Mysore Road,High,False,ksrtc_bus,early_morning,Friday,False,routine
vehicle_breakdown,Bellary Road 1,High,False,heavy_vehicle,early_morning,Friday,False,routine
vehicle_breakdown,Tumkur Road,High,False,bmtc_bus,early_morning,Friday,False,routine
vehicle_breakdown,ORR West 1,High,False,bmtc_bus,early_morning,Friday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,early_morning,Friday,False,routine
vehicle_breakdown,Magadi Road,High,False,bmtc_bus,early_morning,Friday,False,routine
vehicle_breakdown,Bellary Road 2,High,False,bmtc_bus,early_morning,Friday,False,routine
vehicle_breakdown,ORR North 1,High,False,lcv,early_morning,Friday,False,routine
water_logging,ORR East 1,High,False,unknown,daytime,Friday,False,high
water_logging,Bannerghata Road,High,False,unknown,daytime,Friday,False,high
water_logging,Bannerghata Road,High,False,unknown,daytime,Friday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,daytime,Friday,False,routine
water_logging,Hosur Road,High,False,unknown,early_morning,Friday,False,routine
water_logging,Hosur Road,High,False,unknown,early_morning,Friday,False,routine
water_logging,Bannerghata Road,High,False,unknown,daytime,Friday,False,high
tree_fall,Non-corridor,Low,True,unknown,daytime,Friday,False,routine
water_logging,Non-corridor,Low,False,unknown,daytime,Friday,False,routine
tree_fall,ORR West 1,High,False,unknown,daytime,Friday,False,routine
tree_fall,Non-corridor,Low,True,unknown,daytime,Friday,False,routine
tree_fall,Non-corridor,Low,False,unknown,daytime,Friday,False,high
vehicle_breakdown,Bellary Road 2,High,False,heavy_vehicle,early_morning,Friday,False,routine
vehicle_breakdown,Bellary Road 1,High,False,heavy_vehicle,early_morning,Friday,False,routine
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,early_morning,Friday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,daytime,Friday,False,routine
vehicle_breakdown,Non-corridor,Low,True,ksrtc_bus,daytime,Friday,False,routine
water_logging,Hosur Road,High,False,unknown,daytime,Friday,False,routine
water_logging,ORR West 1,High,False,unknown,daytime,Friday,False,high
tree_fall,Hosur Road,High,True,unknown,daytime,Friday,False,high
water_logging,Bannerghata Road,High,False,unknown,daytime,Friday,False,high
water_logging,Bannerghata Road,High,False,unknown,daytime,Friday,False,high
water_logging,Non-corridor,Low,False,unknown,daytime,Friday,False,routine
tree_fall,Non-corridor,Low,True,unknown,daytime,Friday,False,high
tree_fall,Non-corridor,Low,False,unknown,daytime,Friday,False,high
tree_fall,Non-corridor,Low,True,unknown,daytime,Friday,False,high
vehicle_breakdown,Bellary Road 1,High,False,ksrtc_bus,evening,Friday,False,routine
vehicle_breakdown,Mysore Road,High,False,ksrtc_bus,evening,Friday,False,routine
vehicle_breakdown,Non-corridor,Low,False,others,night,Friday,False,routine
vehicle_breakdown,Mysore Road,High,False,others,evening,Friday,False,high
vehicle_breakdown,Bellary Road 2,High,False,heavy_vehicle,evening,Friday,False,routine
vehicle_breakdown,Non-corridor,Low,False,private_bus,evening,Friday,False,routine
water_logging,Non-corridor,Low,False,unknown,evening,Friday,False,high
vehicle_breakdown,ORR East 1,High,False,bmtc_bus,night,Friday,False,routine
vehicle_breakdown,Non-corridor,Low,False,lcv,night,Friday,False,routine
tree_fall,Non-corridor,Low,True,unknown,night,Friday,False,high
construction,ORR East 2,High,False,unknown,night,Friday,False,high
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,evening,Friday,False,routine
vehicle_breakdown,Non-corridor,Low,False,private_bus,evening,Friday,False,routine
vehicle_breakdown,Bellary Road 2,High,False,heavy_vehicle,evening,Friday,False,routine
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,evening,Friday,False,routine
vehicle_breakdown,Non-corridor,Low,False,truck,evening,Friday,False,routine
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,evening,Friday,False,routine
accident,Non-corridor,Low,False,unknown,night,Friday,False,routine
tree_fall,West of Chord Road,High,False,unknown,night,Friday,False,routine
vehicle_breakdown,Bellary Road 1,High,False,others,night,Friday,False,high
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,night,Friday,False,high
vehicle_breakdown,Bannerghata Road,High,False,private_car,night,Friday,False,routine
vehicle_breakdown,Magadi Road,High,False,lcv,night,Friday,False,routine
vehicle_breakdown,Bannerghata Road,High,False,private_car,night,Friday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,night,Friday,False,routine
vehicle_breakdown,Mysore Road,High,False,others,late_night,Saturday,True,routine
tree_fall,Non-corridor,Low,False,unknown,daytime,Friday,False,high
accident,Non-corridor,Low,False,unknown,night,Friday,False,routine
vehicle_breakdown,ORR North 1,High,False,others,night,Friday,False,routine
vehicle_breakdown,Bellary Road 1,High,False,others,night,Friday,False,routine
vehicle_breakdown,Old Madras Road,High,False,ksrtc_bus,late_night,Saturday,True,routine
vehicle_breakdown,other_corridor,High,False,lcv,late_night,Saturday,True,routine
vehicle_breakdown,Tumkur Road,High,False,heavy_vehicle,late_night,Saturday,True,routine
vehicle_breakdown,ORR West 1,High,False,lcv,late_night,Saturday,True,routine
vehicle_breakdown,Tumkur Road,High,False,private_car,late_night,Saturday,True,routine
vehicle_breakdown,Bellary Road 1,High,False,others,night,Friday,False,routine
others,Non-corridor,Low,False,unknown,late_night,Saturday,True,high
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,late_night,Saturday,True,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,late_night,Saturday,True,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,early_morning,Saturday,True,routine
vehicle_breakdown,Mysore Road,High,False,lcv,early_morning,Saturday,True,routine
vehicle_breakdown,Mysore Road,High,False,bmtc_bus,early_morning,Saturday,True,routine
road_conditions,Magadi Road,High,False,unknown,early_morning,Saturday,True,high
debris,Non-corridor,Low,False,unknown,night,Tuesday,False,high
vehicle_breakdown,Magadi Road,High,False,bmtc_bus,early_morning,Saturday,True,routine
water_logging,Non-corridor,Low,False,unknown,early_morning,Saturday,True,high
others,Magadi Road,High,False,unknown,early_morning,Saturday,True,routine
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,early_morning,Saturday,True,routine
vehicle_breakdown,Old Madras Road,High,False,lcv,early_morning,Saturday,True,routine
water_logging,Non-corridor,Low,False,unknown,early_morning,Saturday,True,high
water_logging,Non-corridor,Low,False,unknown,early_morning,Saturday,True,high
water_logging,Non-corridor,Low,False,unknown,early_morning,Saturday,True,high
water_logging,ORR West 1,High,False,unknown,early_morning,Saturday,True,high
water_logging,Non-corridor,Low,False,unknown,early_morning,Saturday,True,high
water_logging,ORR North 2,High,False,unknown,early_morning,Saturday,True,routine
pot_holes,Non-corridor,Low,False,unknown,night,Friday,False,high
water_logging,Mysore Road,High,True,unknown,early_morning,Saturday,True,routine
water_logging,Non-corridor,Low,False,unknown,early_morning,Saturday,True,high
water_logging,Non-corridor,Low,False,unknown,early_morning,Saturday,True,routine
water_logging,Mysore Road,High,True,unknown,early_morning,Saturday,True,routine
water_logging,West of Chord Road,High,False,unknown,early_morning,Saturday,True,high
water_logging,Bellary Road 1,High,False,unknown,early_morning,Saturday,True,routine
water_logging,Mysore Road,High,False,unknown,early_morning,Saturday,True,high
water_logging,Mysore Road,High,True,unknown,early_morning,Saturday,True,routine
water_logging,Mysore Road,High,True,unknown,early_morning,Saturday,True,routine
water_logging,Old Madras Road,High,False,unknown,early_morning,Saturday,True,routine
water_logging,ORR East 1,High,False,unknown,early_morning,Saturday,True,routine
water_logging,Non-corridor,Low,False,unknown,early_morning,Saturday,True,high
water_logging,ORR North 1,High,False,unknown,early_morning,Saturday,True,routine
water_logging,Old Madras Road,High,False,unknown,early_morning,Saturday,True,routine
water_logging,ORR North 2,High,False,unknown,early_morning,Saturday,True,high
water_logging,Tumkur Road,High,False,unknown,early_morning,Saturday,True,high
water_logging,Mysore Road,High,True,unknown,early_morning,Saturday,True,routine
tree_fall,Non-corridor,Low,True,unknown,early_morning,Saturday,True,routine
others,Non-corridor,Low,True,unknown,early_morning,Saturday,True,routine
water_logging,Non-corridor,Low,False,unknown,early_morning,Saturday,True,routine
tree_fall,Tumkur Road,High,False,unknown,early_morning,Saturday,True,high
water_logging,Tumkur Road,High,False,unknown,early_morning,Saturday,True,high
water_logging,Mysore Road,High,False,unknown,early_morning,Saturday,True,high
water_logging,Mysore Road,High,False,unknown,early_morning,Saturday,True,routine
water_logging,Mysore Road,High,False,unknown,early_morning,Saturday,True,high
water_logging,ORR West 1,High,False,unknown,early_morning,Saturday,True,high
water_logging,other_corridor,High,False,unknown,early_morning,Saturday,True,high
vehicle_breakdown,Mysore Road,High,False,bmtc_bus,early_morning,Saturday,True,routine
water_logging,other_corridor,High,False,unknown,early_morning,Saturday,True,high
accident,Non-corridor,Low,False,unknown,early_morning,Saturday,True,routine
water_logging,other_corridor,High,False,unknown,early_morning,Saturday,True,routine
others,Non-corridor,Low,True,unknown,early_morning,Saturday,True,high
tree_fall,Non-corridor,Low,True,unknown,early_morning,Saturday,True,routine
tree_fall,Non-corridor,Low,False,unknown,early_morning,Saturday,True,routine
tree_fall,Non-corridor,Low,True,unknown,early_morning,Saturday,True,routine
water_logging,Non-corridor,Low,False,unknown,daytime,Saturday,True,high
water_logging,Non-corridor,Low,False,unknown,daytime,Saturday,True,high
vehicle_breakdown,Tumkur Road,High,False,lcv,daytime,Saturday,True,routine
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,daytime,Saturday,True,routine
vehicle_breakdown,ORR East 2,High,False,heavy_vehicle,evening,Saturday,True,routine
vehicle_breakdown,Non-corridor,Low,False,private_car,early_morning,Saturday,True,routine
vehicle_breakdown,Non-corridor,Low,True,bmtc_bus,early_morning,Saturday,True,routine
vehicle_breakdown,Non-corridor,Low,False,private_bus,early_morning,Saturday,True,routine
vehicle_breakdown,Non-corridor,Low,False,private_car,evening,Saturday,True,routine
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,evening,Saturday,True,routine
vehicle_breakdown,Old Madras Road,High,False,others,evening,Saturday,True,routine
vehicle_breakdown,Old Madras Road,High,False,others,evening,Saturday,True,routine
tree_fall,Old Madras Road,High,False,unknown,evening,Saturday,True,routine
others,Old Madras Road,High,False,unknown,evening,Saturday,True,high
vehicle_breakdown,Non-corridor,Low,False,lcv,night,Saturday,True,routine
vehicle_breakdown,Non-corridor,Low,False,private_bus,evening,Saturday,True,routine
tree_fall,Non-corridor,Low,True,unknown,night,Saturday,True,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,night,Saturday,True,routine
water_logging,Non-corridor,Low,False,unknown,night,Saturday,True,routine
tree_fall,Non-corridor,Low,False,unknown,night,Saturday,True,high
vehicle_breakdown,Hosur Road,High,False,others,evening,Saturday,True,routine
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,evening,Saturday,True,routine
vehicle_breakdown,Old Madras Road,High,False,private_car,night,Saturday,True,routine
tree_fall,Bannerghata Road,High,True,unknown,night,Saturday,True,routine
vehicle_breakdown,Non-corridor,Low,False,others,night,Saturday,True,routine
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,night,Saturday,True,routine
vehicle_breakdown,Non-corridor,Low,False,truck,night,Saturday,True,routine
construction,Non-corridor,Low,False,unknown,night,Saturday,True,routine
vehicle_breakdown,Mysore Road,High,False,bmtc_bus,night,Saturday,True,routine
vehicle_breakdown,West of Chord Road,High,False,lcv,night,Saturday,True,routine
vehicle_breakdown,Non-corridor,Low,True,bmtc_bus,night,Saturday,True,routine
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,late_night,Sunday,True,routine
vehicle_breakdown,Non-corridor,Low,False,lcv,late_night,Sunday,True,routine
vehicle_breakdown,Old Madras Road,High,False,bmtc_bus,late_night,Sunday,True,routine
vehicle_breakdown,Mysore Road,High,False,heavy_vehicle,late_night,Sunday,True,routine
others,Mysore Road,High,True,unknown,late_night,Sunday,True,high
construction,ORR East 2,High,False,unknown,late_night,Sunday,True,high
vehicle_breakdown,other_corridor,High,False,truck,late_night,Sunday,True,routine
vehicle_breakdown,Bellary Road 1,High,False,private_car,late_night,Sunday,True,routine
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,late_night,Sunday,True,routine
vehicle_breakdown,Non-corridor,Low,True,bmtc_bus,night,Saturday,True,routine
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,late_night,Sunday,True,routine
vehicle_breakdown,Tumkur Road,High,False,heavy_vehicle,late_night,Sunday,True,routine
vehicle_breakdown,other_corridor,High,False,others,late_night,Sunday,True,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,late_night,Sunday,True,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,night,Saturday,True,routine
others,Non-corridor,Low,False,unknown,late_night,Sunday,True,routine
vehicle_breakdown,Magadi Road,High,False,others,late_night,Sunday,True,routine
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,early_morning,Sunday,True,routine
